Make,Colour,Odometer (KM),Doors,Price
Toyota,silver,28400,3,"$20,502"
Geo,blue,9328,3,"$51,540"
Chevrolet,gray,16157,6,"$89,722"
GMC,yellow,46677,3,"$88,084"
Porsche,black,8121,5,"$33,931"
Hyundai,green,44110,6,"$40,595"
Ford,teal,62778,2,"$97,348"
Nissan,aqua,84844,2,"$74,350"
Porsche,purple,46932,2,"$25,870"
Jeep,aqua,61827,2,"$34,617"
Honda,maroon,20397,7,"$25,051"
Chevrolet,silver,68942,7,"$66,156"
GMC,gray,91913,6,"$14,280"
Chevrolet,olive,34434,3,"$92,158"
Volkswagen,black,83759,4,"$8,367"
MAZDA,aqua,22454,3,"$3,193"
Honda,olive,31783,5,"$5,073"
Acura,white,98282,5,"$87,295"
Isuzu,gray,19715,3,"$90,520"
Lincoln,olive,80168,3,"$64,311"
Ford,green,52962,2,"$16,337"
Pontiac,aqua,4446,5,"$22,942"
Land Rover,green,21089,6,"$9,749"
Nissan,silver,1143,4,"$82,086"
Mitsubishi,olive,33587,3,"$33,322"
Kia,black,74643,4,"$38,315"
Hyundai,lime,62893,6,"$21,055"
MINI,gray,19688,4,"$31,978"
BMW,maroon,8420,6,"$99,586"
Ford,gray,30574,7,"$98,197"
Lexus,white,78982,3,"$1,209"
Chevrolet,aqua,12521,7,"$59,088"
Audi,white,91021,5,"$12,836"
BMW,aqua,66524,3,"$22,294"
GMC,black,43050,5,"$10,883"
Ford,yellow,74225,6,"$37,191"
Toyota,maroon,5498,5,"$76,060"
BMW,lime,36866,2,"$40,819"
Ford,green,62505,4,"$45,254"
Audi,teal,3068,3,"$3,381"
INFINITI,fuchsia,71281,5,"$14,395"
Hyundai,gray,50538,7,"$34,983"
Jeep,gray,79726,4,"$88,616"
Dodge,white,69458,4,"$3,817"
BMW,purple,13329,4,"$55,825"
Toyota,blue,6466,4,"$44,699"
Chrysler,fuchsia,51016,6,"$60,809"
Volkswagen,green,88980,5,"$2,423"
GMC,teal,30683,3,"$33,264"
Chevrolet,olive,84819,3,"$88,363"
BMW,aqua,41740,3,"$8,665"
Lamborghini,fuchsia,18064,6,"$21,482"
Dodge,black,63955,6,"$4,439"
Honda,olive,43631,3,"$52,678"
Porsche,aqua,92728,2,"$74,513"
Dodge,blue,77636,4,"$58,386"
Nissan,fuchsia,56212,2,"$63,126"
Volvo,black,35339,7,"$42,911"
Ford,silver,21698,6,"$9,417"
FIAT,silver,99220,2,"$62,966"
Ford,lime,12811,6,"$77,192"
Pontiac,aqua,37781,4,"$97,284"
Toyota,white,97996,7,"$22,239"
Mitsubishi,navy,13625,6,"$33,664"
BMW,gray,58487,7,"$31,814"
Audi,teal,18231,7,"$48,213"
Ford,aqua,42615,2,"$79,094"
Isuzu,blue,74484,2,"$26,422"
Ram,black,80530,7,"$26,224"
Hyundai,blue,82159,4,"$26,482"
Chevrolet,maroon,67191,7,"$18,691"
Lexus,olive,18736,5,"$86,281"
Ford,purple,48655,2,"$25,115"
BMW,lime,99346,5,"$23,932"
Ram,silver,79152,5,"$71,027"
Pontiac,teal,20038,4,"$52,560"
Chevrolet,purple,86686,3,"$79,206"
GMC,fuchsia,49610,7,"$73,696"
Chevrolet,blue,35654,5,"$48,645"
INFINITI,olive,26317,2,"$6,570"
Chevrolet,olive,23226,4,"$68,853"
Hyundai,olive,11025,4,"$39,520"
Kia,navy,96072,7,"$20,318"
Audi,blue,28976,5,"$95,944"
Freightliner,aqua,23345,6,"$52,260"
Honda,silver,75096,3,"$72,898"
Cadillac,black,30615,7,"$48,991"
Acura,gray,77829,3,"$98,924"
Chevrolet,olive,81369,6,"$10,253"
Toyota,olive,17236,7,"$62,577"
Mercedes-Benz,silver,35928,3,"$40,384"
Isuzu,blue,91240,2,"$11,412"
Mitsubishi,aqua,43120,4,"$41,962"
Ford,maroon,24776,7,"$16,168"
INFINITI,olive,45108,4,"$68,981"
Volkswagen,olive,93251,3,"$39,800"
MAZDA,maroon,92384,2,"$90,606"
Volkswagen,green,18269,7,"$47,837"
GMC,silver,85913,5,"$84,560"
MAZDA,silver,72878,4,"$74,467"
Saturn,lime,79347,7,"$5,301"
Chevrolet,fuchsia,29664,6,"$12,090"
Chevrolet,maroon,45753,6,"$84,760"
BMW,white,42949,7,"$34,411"
GMC,blue,79651,2,"$6,984"
GMC,purple,94528,3,"$69,616"
Porsche,olive,8891,3,"$49,990"
Dodge,fuchsia,98067,6,"$77,442"
Ford,maroon,33228,6,"$91,445"
GMC,fuchsia,3004,4,"$34,247"
Nissan,green,31668,3,"$21,310"
Jeep,silver,65270,5,"$20,315"
Volkswagen,silver,9242,3,"$7,024"
Audi,aqua,29816,3,"$70,808"
Dodge,navy,96448,6,"$57,200"
Mercury,black,28730,5,"$95,344"
MAZDA,green,25991,6,"$10,288"
Ford,black,25397,3,"$66,113"
Honda,maroon,44575,3,"$85,156"
GMC,gray,30480,5,"$62,805"
INFINITI,lime,42277,4,"$86,946"
Cadillac,black,16117,2,"$84,607"
MAZDA,gray,90616,6,"$30,004"
BMW,navy,12845,6,"$84,688"
Panoz,maroon,14219,5,"$25,983"
Ford,white,58379,7,"$98,960"
Cadillac,yellow,64781,4,"$30,491"
Ford,blue,70127,7,"$16,758"
Nissan,purple,84494,3,"$86,222"
Nissan,lime,9035,3,"$5,612"
Kia,fuchsia,68819,3,"$67,050"
Chevrolet,olive,8068,6,"$49,576"
Ford,lime,62732,3,"$98,126"
Ram,green,32658,3,"$50,724"
BMW,black,72731,2,"$11,969"
Chevrolet,lime,74527,2,"$46,647"
Dodge,maroon,75250,5,"$24,626"
Pontiac,teal,6007,5,"$35,407"
Saturn,fuchsia,74538,7,"$10,633"
Chevrolet,olive,19896,2,"$12,453"
Honda,silver,33287,5,"$55,308"
Cadillac,yellow,60477,7,"$2,221"
Chevrolet,yellow,65159,4,"$25,403"
Ford,black,80178,5,"$39,859"
Land Rover,white,8227,6,"$33,606"
Ford,lime,48609,4,"$24,501"
Toyota,olive,9675,3,"$9,428"
Saab,blue,84612,3,"$62,193"
Mercedes-Benz,black,85585,4,"$24,614"
Alfa Romeo,blue,79996,3,"$71,919"
Chevrolet,gray,90935,6,"$55,710"
MAZDA,teal,60930,3,"$80,063"
Hyundai,teal,14712,2,"$41,304"
Volvo,maroon,42602,7,"$69,837"
GMC,navy,79100,5,"$83,987"
Volvo,blue,89276,3,"$35,859"
Mercedes-Benz,teal,33423,5,"$74,758"
MAZDA,fuchsia,79473,4,"$50,116"
Toyota,gray,51047,7,"$40,832"
INFINITI,blue,41587,7,"$58,986"
Ford,gray,41958,5,"$67,301"
GMC,yellow,75973,6,"$59,806"
Jaguar,aqua,83830,2,"$59,649"
Dodge,gray,8541,5,"$72,562"
Land Rover,blue,18560,6,"$14,310"
Pontiac,purple,65016,2,"$3,876"
FIAT,aqua,13688,2,"$1,858"
Mercury,teal,14633,4,"$5,498"
Chevrolet,white,82172,6,"$89,900"
Daewoo,olive,72828,2,"$10,037"
MINI,maroon,66904,3,"$57,786"
Toyota,lime,1742,6,"$7,848"
Ford,white,28864,2,"$75,419"
BMW,olive,20825,4,"$37,639"
Toyota,yellow,59713,3,"$84,228"
BMW,gray,72751,2,"$44,558"
Chevrolet,teal,78527,3,"$82,410"
Jeep,olive,96627,4,"$33,531"
Buick,maroon,68422,4,"$84,912"
BMW,maroon,54255,4,"$50,679"
BMW,purple,38072,5,"$15,398"
Toyota,navy,46875,4,"$69,972"
Chevrolet,maroon,77771,2,"$73,919"
Ford,teal,34613,3,"$85,253"
Toyota,teal,17708,7,"$81,492"
Kia,olive,45770,7,"$35,035"
Honda,silver,36869,3,"$92,841"
Cadillac,lime,42357,7,"$64,083"
Suzuki,blue,20991,3,"$37,276"
Mercedes-Benz,olive,13553,4,"$29,233"
Toyota,black,55816,5,"$4,298"
Ferrari,olive,86989,7,"$97,479"
Ram,aqua,52661,4,"$10,709"
Chevrolet,yellow,59023,7,"$2,627"
Ford,purple,46629,3,"$67,210"
Ram,silver,54273,3,"$7,441"
Cadillac,aqua,84688,3,"$87,241"
Audi,silver,84882,3,"$79,178"
Mitsubishi,black,40969,6,"$74,553"
Dodge,black,99613,7,"$88,029"
Volvo,navy,92501,5,"$43,853"
Volkswagen,purple,86425,3,"$48,164"
Lexus,teal,96071,5,"$73,731"
Ford,black,68888,2,"$84,430"
Jeep,navy,39958,6,"$34,489"
Genesis,black,15376,3,"$50,440"
Dodge,green,21032,5,"$99,239"
Aston Martin,purple,94676,7,"$58,243"
Chevrolet,lime,46746,3,"$27,223"
Cadillac,yellow,39254,2,"$44,551"
Lincoln,black,2724,7,"$29,760"
Toyota,yellow,86992,5,"$63,789"
Buick,lime,47356,6,"$95,416"
Jaguar,green,61034,2,"$57,797"
Jeep,lime,21130,7,"$27,624"
Saab,black,74645,2,"$35,535"
GMC,black,12766,4,"$57,311"
Dodge,olive,50070,2,"$86,192"
GMC,gray,19055,4,"$87,914"
Hyundai,teal,95393,4,"$76,288"
Isuzu,teal,54343,6,"$37,142"
Chrysler,olive,31652,5,"$98,391"
Nissan,white,21705,7,"$45,194"
Plymouth,black,65655,4,"$81,386"
Chevrolet,white,99406,2,"$72,936"
Toyota,fuchsia,43479,3,"$32,675"
Cadillac,green,98256,4,"$72,217"
Dodge,gray,44106,4,"$75,584"
Chevrolet,black,40088,2,"$80,678"
Chevrolet,maroon,31936,5,"$37,254"
Volvo,white,32464,4,"$89,605"
Land Rover,fuchsia,51234,7,"$49,090"
Acura,white,73852,4,"$98,119"
Ford,purple,16772,5,"$66,823"
Chevrolet,purple,69906,3,"$44,743"
Audi,fuchsia,85331,4,"$4,073"
Buick,maroon,63607,4,"$34,784"
GMC,purple,30042,7,"$94,045"
BMW,lime,31970,3,"$50,841"
Hyundai,lime,68434,2,"$59,222"
Ram,gray,1257,6,"$42,213"
Ford,navy,16579,4,"$65,926"
Lexus,gray,62253,6,"$63,771"
Chevrolet,green,47335,6,"$19,068"
Mercedes-Benz,teal,68618,6,"$24,020"
Jaguar,aqua,39816,3,"$39,069"
GMC,navy,63800,2,"$70,224"
Ford,olive,4741,5,"$83,921"
Ford,purple,53606,6,"$66,219"
MAZDA,maroon,74797,7,"$89,372"
Mercury,aqua,51977,4,"$5,215"
Bentley,black,5043,3,"$60,955"
GMC,gray,66301,4,"$96,958"
Chrysler,fuchsia,15145,5,"$77,949"
Cadillac,teal,54776,6,"$15,387"
Lexus,aqua,72956,4,"$88,575"
Lotus,aqua,93944,2,"$99,848"
